elements,imageUrlPath,studioEmail,styles,name
"Blackwork, estudio, Geométrico, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/01/IMG_20161120_175436.jpg,carlos-golden17@live.com,Dot Work,León by outgoing Triangle tattoo
,http://latatuadora.com/wp-content/uploads/2017/01/IMG_20161022_121556.jpg,carlos-golden17@live.com,Dot Work,by outgoing Triangle tattoo
tatuaje,http://latatuadora.com/wp-content/uploads/2017/01/IMG_20161201_201243.jpg,carlos-golden17@live.com,Dot Work,él silencio
,http://latatuadora.com/wp-content/uploads/2016/08/13937033_1280079068690453_1555943709_n.jpg,carlos-golden17@live.com,,
,http://latatuadora.com/wp-content/uploads/2016/10/pulpo.jpg,carpioartprojects@gmail.com,,"Madboy, Por: Marön Germanos"
,http://latatuadora.com/wp-content/uploads/2016/10/ojo-cocodrilo.jpg,carpioartprojects@gmail.com,,"El Ojo del loco, Por: Marön Germanos"
,http://latatuadora.com/wp-content/uploads/2016/10/perro.jpg,carpioartprojects@gmail.com,,"Perro apache, Por: Marön Germanos"
,http://latatuadora.com/wp-content/uploads/2016/10/Frida.jpg,carpioartprojects@gmail.com,,"Su-Frida, Por: Marön Germanos"
,http://latatuadora.com/wp-content/uploads/2016/10/dumbo.jpg,carpioartprojects@gmail.com,,"Dumbo, Por: Marön Germanos"
,http://latatuadora.com/wp-content/uploads/2016/10/luchador.jpg,carpioartprojects@gmail.com,,"Luchador, Por: Marön Germanos"
,http://latatuadora.com/wp-content/uploads/2016/10/daga.jpg,carpioartprojects@gmail.com,,"Serenidad, Sabiduria y Valor, Por: Marön Germanos"
,http://latatuadora.com/wp-content/uploads/2016/10/barco.jpg,carpioartprojects@gmail.com,,"Barco pirata, Por: Marön Germanos"
,http://latatuadora.com/wp-content/uploads/2016/10/brujula.jpg,carpioartprojects@gmail.com,,"Brujula, Por: Marön Germanos"
,http://latatuadora.com/wp-content/uploads/2016/09/buho-eternal.jpg,carpioartprojects@gmail.com,,"Buho Siniestro, Por: Robin Carpio"
,http://latatuadora.com/wp-content/uploads/2016/09/india-Eternal.jpg,carpioartprojects@gmail.com,,"La Indita, Por: Robin Carpio"
,http://latatuadora.com/wp-content/uploads/2016/09/leonO-ETERNAL.jpg,carpioartprojects@gmail.com,,"Leoncito, Por: Robin Carpio"
,http://latatuadora.com/wp-content/uploads/2016/09/sin-nombre-eternal.jpg,carpioartprojects@gmail.com,,"Conexión Cósmica, Por: Robin Carpio"
,http://latatuadora.com/wp-content/uploads/2016/09/Tigre-Eternal.jpg,carpioartprojects@gmail.com,,"El Tigre de Michael, Por: Robin Carpio"
,http://latatuadora.com/wp-content/uploads/2016/09/robin-peje-eternal.jpg,carpioartprojects@gmail.com,,"Pejelagarto, Por: Robin Carpio"
,http://latatuadora.com/wp-content/uploads/2016/09/colibri-eternal.jpg,carpioartprojects@gmail.com,,"Colibri, Por: Robin Carpio"
,http://latatuadora.com/wp-content/uploads/2016/09/hendrix.jpg,carpioartprojects@gmail.com,,"La Manga de Hendrixs, Por: Robin Carpio"
,http://latatuadora.com/wp-content/uploads/2016/09/buho-2-eternal-1.jpg,carpioartprojects@gmail.com,,"Buho de Mario Osuna, Por: Robin Carpio"
,http://latatuadora.com/wp-content/uploads/2017/03/9a55266e83771bdd8e4ed1eee8b873f9_cropped_image-1.jpeg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/bc5ea9115188805a79aecd293a6673bb_cropped_image-1.jpeg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/11-4.jpg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/36a031c942cdc6a2eaeda4fdd47042eb_cropped_image-1.jpeg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/7fc50653e8913725c1a0a46401ff3d33_cropped_image-1.jpeg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/88c9d3b00f6d50b71d27af7d620860cc_cropped_image-1.jpeg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/d6728f550b2c4509af81daceedc7cfe2_cropped_image-1.jpeg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/11-2.jpg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/11-1.jpg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2017/02/2696cb4687ae5af6efef8a529e2a61a4_cropped_image-1.jpeg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2017/02/437144d865776e7bad861bac77137913_cropped_image-1.jpeg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2017/02/2222-1.jpg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2017/02/11-14.jpg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2017/02/11-13.jpg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2017/02/11-12.jpg,informes@slowhandstattoo.com,Acuarela,
,http://latatuadora.com/wp-content/uploads/2017/02/111-3.jpg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2017/02/11-11.jpg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2017/02/111-2.jpg,informes@slowhandstattoo.com,Acuarela,
,http://latatuadora.com/wp-content/uploads/2017/02/11-10.jpg,informes@slowhandstattoo.com,Acuarela,
,http://latatuadora.com/wp-content/uploads/2017/02/11-9.jpg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2017/02/11-8.jpg,informes@slowhandstattoo.com,Acuarela,
,http://latatuadora.com/wp-content/uploads/2017/02/mickey11.jpg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2017/02/d1efbc1648295646762e55989f029765_cropped_image-1.jpeg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2017/02/2222.jpg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2017/02/11-6.jpg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2017/02/111.jpg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2016/12/colibri.jpg,informes@slowhandstattoo.com,"Acuarela, Animal",
,http://latatuadora.com/wp-content/uploads/2016/12/1.1-2.jpg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2016/12/1.11.jpg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2016/12/1.1.jpg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2016/12/21.jpg,informes@slowhandstattoo.com,"Fantasía, Figurativo, Animal, Geométrico, Dot Work",
,http://latatuadora.com/wp-content/uploads/2016/12/2.1.jpg,informes@slowhandstattoo.com,"Acuarela, Geométrico, Dot Work",
,http://latatuadora.com/wp-content/uploads/2016/11/pulpp.jpg,informes@slowhandstattoo.com,"Figurativo, Animal, Dot Work",
,http://latatuadora.com/wp-content/uploads/2016/11/panda.jpg,informes@slowhandstattoo.com,"Figurativo, Animal, Dot Work",
,http://latatuadora.com/wp-content/uploads/2016/11/11-2.jpg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2016/11/leon3.1.jpg,informes@slowhandstattoo.com,"Realismo, Animal",
,http://latatuadora.com/wp-content/uploads/2016/11/11-1.jpg,informes@slowhandstattoo.com,,F l o r
,http://latatuadora.com/wp-content/uploads/2016/11/11.jpg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2016/10/11-8.jpg,informes@slowhandstattoo.com,"Figurativo, Animal, Geométrico, Dot Work",Oso Geométrico
,http://latatuadora.com/wp-content/uploads/2016/10/11-7.jpg,informes@slowhandstattoo.com,,Micrófono
,http://latatuadora.com/wp-content/uploads/2016/10/11-6.jpg,informes@slowhandstattoo.com,,
,http://latatuadora.com/wp-content/uploads/2016/10/11-4.jpg,informes@slowhandstattoo.com,Acuarela,Flor
,http://latatuadora.com/wp-content/uploads/2016/10/11-3.jpg,informes@slowhandstattoo.com,"Figurativo, Geométrico, abstracto",Elefante Geometrico
,http://latatuadora.com/wp-content/uploads/2016/10/1.2.jpg,informes@slowhandstattoo.com,"Ornamental, Dot Work",Violator
,http://latatuadora.com/wp-content/uploads/2016/10/1.1-1.jpg,informes@slowhandstattoo.com,"Geométrico, abstracto",Lineas
,http://latatuadora.com/wp-content/uploads/2016/10/1.1.jpg,informes@slowhandstattoo.com,Dot Work,Diseño Original
,http://latatuadora.com/wp-content/uploads/2016/10/1-5.jpg,informes@slowhandstattoo.com,Tribal,Sol
,http://latatuadora.com/wp-content/uploads/2016/10/1-4.jpg,informes@slowhandstattoo.com,"Figurativo, abstracto",Relój
,http://latatuadora.com/wp-content/uploads/2016/10/IMG_06241.jpg,informes@slowhandstattoo.com,,Fall. Raise. Learn
,http://latatuadora.com/wp-content/uploads/2016/10/14446308_10157515188895051_1492485270_o.jpg,yolotattooandpiercing@gmail.com,"Cartoon, New School",Xbox
,http://latatuadora.com/wp-content/uploads/2016/10/14423717_10157515188995051_1885276211_o.jpg,yolotattooandpiercing@gmail.com,old school,Playitaaaa
,http://latatuadora.com/wp-content/uploads/2016/10/14012497_10157319924730051_1343832322_o.jpg,yolotattooandpiercing@gmail.com,"Acuarela, Ornamental",Loto
,http://latatuadora.com/wp-content/uploads/2016/10/14456865_10157515188955051_1258188129_o.jpg,yolotattooandpiercing@gmail.com,"Acuarela, Geométrico, Ornamental, Religioso",Loto
,http://latatuadora.com/wp-content/uploads/2016/10/14012427_10157319925435051_931578041_o.jpg,yolotattooandpiercing@gmail.com,"New School, Ornamental",Rosa roja
,http://latatuadora.com/wp-content/uploads/2016/10/14002405_10157335289025051_119726991_o.jpg,yolotattooandpiercing@gmail.com,"New School, Ornamental",Rosa rosa
,http://latatuadora.com/wp-content/uploads/2016/10/14031079_10157321123405051_821836503_n.jpg,yolotattooandpiercing@gmail.com,"Acuarela, Cartoon, New School, Ornamental",Pasion
,http://latatuadora.com/wp-content/uploads/2016/10/14001938_10157319924815051_4182939_o.jpg,yolotattooandpiercing@gmail.com,"Animal, Cartoon, New School",Buhitos
,http://latatuadora.com/wp-content/uploads/2016/10/14012508_10157319923990051_528529473_o.jpg,yolotattooandpiercing@gmail.com,"Animal, Cartoon, Fantasía, New School",Leoncio
,http://latatuadora.com/wp-content/uploads/2016/10/14455770_10157515188820051_670239349_o.jpg,yolotattooandpiercing@gmail.com,"Animal, Asiático, Cartoon, Fantasía, Japones, New School",Manekineko
,http://latatuadora.com/wp-content/uploads/2016/10/13987886_10157319923905051_1368287654_o.jpg,yolotattooandpiercing@gmail.com,"Asiático, Cartoon, Fantasía, Japones, New School, Ornamental",Geisha Matryoshka
,http://latatuadora.com/wp-content/uploads/2016/10/14037641_10157319925055051_1838836328_o.jpg,yolotattooandpiercing@gmail.com,"Asiático, Fantasía, Japones, New School",La Dolorosa
,http://latatuadora.com/wp-content/uploads/2016/10/14001886_10157319924180051_1797517133_o.jpg,yolotattooandpiercing@gmail.com,"Cartoon, Fantasía, New School, Skull",Calaquita
,http://latatuadora.com/wp-content/uploads/2016/10/13950691_10157319961385051_765249872_o.jpg,yolotattooandpiercing@gmail.com,"Cartoon, Fantasía, Horror, New School, Skull",Winged Skull
,http://latatuadora.com/wp-content/uploads/2016/10/13978030_10157319925190051_1158807222_o.jpg,yolotattooandpiercing@gmail.com,"Cartoon, Fantasía, Gótico, New School",Batman Joker
,http://latatuadora.com/wp-content/uploads/2016/10/13987252_10157319924570051_1061539543_o.jpg,yolotattooandpiercing@gmail.com,Ornamental,Underboob
,http://latatuadora.com/wp-content/uploads/2016/10/13978121_10157319924955051_600461334_o.jpg,yolotattooandpiercing@gmail.com,"Acuarela, Animal, Cartoon, New School",Doggy
,http://latatuadora.com/wp-content/uploads/2016/10/14001863_10157319924455051_1100791512_o.jpg,yolotattooandpiercing@gmail.com,"Cartoon, Fantasía, Figurativo, Gótico, Horror, New School, Skull",Lady skull
,http://latatuadora.com/wp-content/uploads/2016/10/13989417_10157336079030051_2120259901_n.jpg,yolotattooandpiercing@gmail.com,"abstracto, Animal, Dot Work, Fantasía, Horror, New School, Religioso, Skull",Totem
,http://latatuadora.com/wp-content/uploads/2016/10/13987184_10157319925120051_399894190_o.jpg,yolotattooandpiercing@gmail.com,"abstracto, Animal, Geométrico",Lobo
,http://latatuadora.com/wp-content/uploads/2016/10/13931623_10157319925530051_1337405091_o.jpg,yolotattooandpiercing@gmail.com,"Animal, Cartoon, Fantasía, New School",Big Bad Wolf <3
,http://latatuadora.com/wp-content/uploads/2016/10/13410930_10157038968105051_381687591_o.jpg,yolotattooandpiercing@gmail.com,"Animal, Dot Work, Fantasía, Figurativo, Geométrico, Ornamental",Geometric hummingbird
,http://latatuadora.com/wp-content/uploads/2016/10/13410839_10157038963410051_1919529461_o.jpg,yolotattooandpiercing@gmail.com,"Biomecánica, New School",Piston
,http://latatuadora.com/wp-content/uploads/2016/10/13410639_10157038966145051_125972196_o.jpg,yolotattooandpiercing@gmail.com,New School,Rosa azul
,http://latatuadora.com/wp-content/uploads/2016/10/13405685_10157038961960051_1971227476_o.jpg,yolotattooandpiercing@gmail.com,"Cartoon, Fantasía, Horror, New School",Creepy Cupcake
,http://latatuadora.com/wp-content/uploads/2016/10/13397029_10157038965775051_191868775_o.jpg,yolotattooandpiercing@gmail.com,"Animal, Cartoon, New School",Hipocampo
,http://latatuadora.com/wp-content/uploads/2016/10/13396920_10157038964015051_74276005_o.jpg,yolotattooandpiercing@gmail.com,"Cartoon, New School, Ornamental",Diamante
,http://latatuadora.com/wp-content/uploads/2016/10/13396849_10157038963470051_870078852_o.jpg,yolotattooandpiercing@gmail.com,"Cartoon, Fantasía, New School, Skull",Sun Death Flower
,http://latatuadora.com/wp-content/uploads/2016/10/13396702_10157038961765051_435051435_o.jpg,yolotattooandpiercing@gmail.com,"Animal, Asiático, Cartoon, Fantasía, Japones, New School",Pokemon
,http://latatuadora.com/wp-content/uploads/2016/10/13389381_10157038953085051_806274020_o.jpg,yolotattooandpiercing@gmail.com,"Animal, Cartoon, New School",Hummingbird
,http://latatuadora.com/wp-content/uploads/2016/10/13389295_10157038964745051_1908642642_o.jpg,yolotattooandpiercing@gmail.com,"Animal, Cartoon, Fantasía, New School",Blue Bird
,http://latatuadora.com/wp-content/uploads/2016/10/13389180_10157038957620051_448235608_o.jpg,yolotattooandpiercing@gmail.com,"Cartoon, New School",GameCube
,http://latatuadora.com/wp-content/uploads/2016/10/13389046_10157038968525051_453568589_o.jpg,yolotattooandpiercing@gmail.com,"Cartoon, Fantasía, New School, Skull",Till Death
,http://latatuadora.com/wp-content/uploads/2016/10/13383541_10157038962205051_250514102_o.jpg,yolotattooandpiercing@gmail.com,"Cartoon, Fantasía, New School, Skull",Skull Robot
,http://latatuadora.com/wp-content/uploads/2016/10/13324202_10157038964085051_1150912707_o-1.jpg,yolotattooandpiercing@gmail.com,"Animal, Cartoon, Fantasía, New School, Religioso",Ganesh
,http://latatuadora.com/wp-content/uploads/2016/10/20160608_215237.jpg,yolotattooandpiercing@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/10/20160604_181543.jpg,yolotattooandpiercing@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/10/20160206_140014.jpg,yolotattooandpiercing@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/10/20160130_173258.jpg,yolotattooandpiercing@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/10/20151020_210147-1.jpg,yolotattooandpiercing@gmail.com,,
mexico,http://latatuadora.com/wp-content/uploads/2016/10/20151019_143909.jpg,yolotattooandpiercing@gmail.com,Cartoon,Cartoon
,http://latatuadora.com/wp-content/uploads/2016/10/IMG_20151117_105308.jpg,yolotattooandpiercing@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/15747784_1272431002803747_4653819514465004655_n.jpg,estudio184@gmail.com,,Rose
,http://latatuadora.com/wp-content/uploads/2017/03/14680651_1203032493076932_3604208036834194028_n.jpg,estudio184@gmail.com,,Flowers
,http://latatuadora.com/wp-content/uploads/2017/03/12249708_976349589078558_9024148307996307438_n.jpg,estudio184@gmail.com,,Kewpie
,http://latatuadora.com/wp-content/uploads/2017/03/unnamed-2-4.jpg,estudio184@gmail.com,,Lotus
,http://latatuadora.com/wp-content/uploads/2017/03/unnamed-8.jpg,estudio184@gmail.com,,Owl
,http://latatuadora.com/wp-content/uploads/2017/03/unnamed-1-8.jpg,estudio184@gmail.com,,Beetle
,http://latatuadora.com/wp-content/uploads/2017/03/14102269_1188739464479462_4447773675624003969_n.jpg,estudio184@gmail.com,,Wolf Cartoon
,http://latatuadora.com/wp-content/uploads/2017/03/13510755_1143710998982309_9158873579392130109_n.jpg,estudio184@gmail.com,,Pocket Watch
,http://latatuadora.com/wp-content/uploads/2017/03/12744521_1240167632665374_3344442205878558663_n.jpg,estudio184@gmail.com,,Owl
,http://latatuadora.com/wp-content/uploads/2017/03/unnamed-7.jpg,estudio184@gmail.com,,Tiger
,http://latatuadora.com/wp-content/uploads/2017/03/unnamed-2-3.jpg,estudio184@gmail.com,,Skull and flowers
,http://latatuadora.com/wp-content/uploads/2017/03/unnamed-1-7.jpg,estudio184@gmail.com,,Shark
,http://latatuadora.com/wp-content/uploads/2017/03/unnamed-1-6.jpg,estudio184@gmail.com,,Woman
,http://latatuadora.com/wp-content/uploads/2017/03/unnamed-3-1.jpg,estudio184@gmail.com,,Quetzalcoatl
,http://latatuadora.com/wp-content/uploads/2017/03/unnamed-6.jpg,estudio184@gmail.com,,Alicia
,http://latatuadora.com/wp-content/uploads/2017/03/unnamed-1-5.jpg,estudio184@gmail.com,,Trashpolka
,http://latatuadora.com/wp-content/uploads/2017/03/unnamed-2-2.jpg,estudio184@gmail.com,,Goku
